flyer_item,sku,offer,discount,offer_price,regular_price,instalment_mth,platform,category,url,report_time,,platform,flyer items,offer items,discount items,items by instl./mth,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,flyer items,offer items,discount items,items by instl./mth,portfolio %,offer items %,discount items %,avg. discount %,avg. instl./mth %,,flyer - category,Leon's items,Tepperman's items,The Brick items,Walmart items,,flyer - category,Leon's discount %,Tepperman's discount %,The Brick discount %,Walmart discount %
"Carter's Child of Mine Infants 2-Piece Set, , $11.97 . Select for details.",Carter's Child of Mine Infants 2-Piece Set,,,11.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carter's Child of Mine Infants Sleep 'N Play Sleeper, , $10.97 . Select for details.",Carter's Child of Mine Infants Sleep 'N Play Sleeper,,,10.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carter's Child of Mine Infants Sleep &#39;N Play Sleeper, , $10.97 . Select for details.",Carter's Child of Mine Infants Sleep &#39;N Play Sleeper,,,10.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evenflo Pivot Xplore All-Terrain Stroller Wagon, Rollback, $419.97 . Select for details.",Evenflo Pivot Xplore All-Terrain Stroller Wagon,Rollback,,419.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evenflo Revolve360 Rotational All-in-One Car Seat, Rollback, $469.94 . Select for details.",Evenflo Revolve360 Rotational All-in-One Car Seat,Rollback,,469.94,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harmony Defender 360° Max 3-in-1 Deluxe Car Seat, Rollback, $169.97 . Select for details.",Harmony Defender 360° Max 3-in-1 Deluxe Car Seat,Rollback,,169.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Turbobooster Highback Car Seat, Rollback, $79.97 . Select for details.",Grace Turbobooster Highback Car Seat,Rollback,,79.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fisher-Price by Dream On Me Delani 5-in-1 Convertible Crib, Rollback, $199.97 . Select for details.",Fisher-Price by Dream On Me Delani 5-in-1 Convertible Crib,Rollback,,199.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Harmony Play & Go Deluxe Playard, Rollback, $69.97 . Select for details.",Harmony Play & Go Deluxe Playard,Rollback,,69.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bright Starts Playful Paradise Portable Baby Swing, Rollback, $67.97 . Select for details.",Bright Starts Playful Paradise Portable Baby Swing,Rollback,,67.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fisher-Price Kick & Play Piano Gym, Rollback, $49.97 . Select for details.",Fisher-Price Kick & Play Piano Gym,Rollback,,49.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nestlé Cerelac Baby Cereal, Rollback, $8.47 . Select for details.",Nestlé Cerelac Baby Cereal,Rollback,,8.47,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sudocrem Diaper Rash Cream, Rollback, $19.77 . Select for details.",Sudocrem Diaper Rash Cream,Rollback,,19.77,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simply Gourmet Snacks, Multi, 2 for $5 or 2.97 each . Select for details.",Simply Gourmet Snacks,Multi,,5,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Simply Gourmet Snacks, , 2 for $5.00 or $2.97 each . Select for details.",Simply Gourmet Snacks,,,5,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kendamil Organic Infant Formula, , $49.97 . Select for details.",Kendamil Organic Infant Formula,,,49.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Kendamil Whole Milk Infant Formula, , $44.97 . Select for details.",Kendamil Whole Milk Infant Formula,,,44.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modilac Precision Baby Formula, , $29.97 . Select for details.",Modilac Precision Baby Formula,,,29.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Modilac Précision Baby Formula, , $29.97 . Select for details.",Modilac Précision Baby Formula,,,29.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rascal + Friends Wipes, MULTI, 2 for $30 or $19.97 each . Select for details.",Rascal + Friends Wipes,MULTI,,30,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parent's Choice PAW Patrol Training Pants, , $14.97 . Select for details.",Parent's Choice PAW Patrol Training Pants,,,14.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rascal + Friends Wipes, Multi, 2 for $30 or $19.97 each . Select for details.",Rascal + Friends Wipes,Multi,,30,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Momcozy M5 Hands-free Breast Pump​ WM Exclusive​ New, Rollback, $199.97 . Select for details.",Momcozy M5 Hands-free Breast Pump​ WM Exclusive​ New,Rollback,,199.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Brown Customflow Double Electric Breast Pump, Rollback, $119.97 . Select for details.",Dr. Brown Customflow Double Electric Breast Pump,Rollback,,119.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"BIBS Natural Rubber Baby Pacifier, Rollback, $18.97 . Select for details.",BIBS Natural Rubber Baby Pacifier,Rollback,,18.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Evenflo Folio3 Travel System with LiteMax 35 Infant Car Seat, Rollback, $319.97 . Select for details.",Evenflo Folio3 Travel System with LiteMax 35 Infant Car Seat,Rollback,,319.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huggies Mega Colossal Pack Diapers, , $34.97 . Select for details.",Huggies Mega Colossal Pack Diapers,,,34.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pampers Huge Pack Diapers, , $34.97 . Select for details.",Pampers Huge Pack Diapers,,,34.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royale Premium Diapers, Rollback, $23.97 . Select for details.",Royale Premium Diapers,Rollback,,23.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enfamil A+ or A+2 Ready to Feed, Rollback, $59.97 . Select for details.",Enfamil A+ or A+2 Ready to Feed,Rollback,,59.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enfamil A+ Ready to Feed, Rollback, $59.97 . Select for details.",Enfamil A+ Ready to Feed,Rollback,,59.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Enfamil A+ Stage l Powder Formula Refill 2-Pack, Rollback, $54.97 . Select for details.",Enfamil A+ Stage l Powder Formula Refill 2-Pack,Rollback,,54.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huggies 16x Wipes, Rollback, $22.97 . Select for details.",Huggies 16x Wipes,Rollback,,22.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Huggies Pull-Ups Superpack Training Pants, Rollback, $26.97 . Select for details.",Huggies Pull-Ups Superpack Training Pants,Rollback,,26.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pampers Easy U0ps Superpack Training Pants, Rollback, $26.97 . Select for details.",Pampers Easy U0ps Superpack Training Pants,Rollback,,26.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parent's Choice 100% Organic Pouches, Multi, 5 for $5 or $1.17 each . Select for details.",Parent's Choice 100% Organic Pouches,Multi,,5,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Parent's Choice 100% Organic Pouches, , 5 for $5 or $1.17 each . Select for details.",Parent's Choice 100% Organic Pouches,,,5,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lysol All-Purpose Cleaners, MULTI, 2 for $7 or $4.77 each . Select for details.",Lysol All-Purpose Cleaners,MULTI,,7,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lysol All-Purpose Cleaners, , 2 for $7 or $4.77 each . Select for details.",Lysol All-Purpose Cleaners,,,7,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hefty Ecosave Disposable Plates, Rollback, $3.98 . Select for details.",Hefty Ecosave Disposable Plates,Rollback,,3.98,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hefty EcoSave Disposable Plates, Rollback, $3.98 . Select for details.",Hefty EcoSave Disposable Plates,Rollback,,3.98,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Facial Tissues, , $12.94 . Select for details.",Great Value Facial Tissues,,,12.94,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royale 2-Ply Bathroom issue,242 Original Sheets Per Roll, Rollback, $7.97 . Select for details.","Royale 2-Ply Bathroom issue,242 Original Sheets Per Roll",Rollback,,7.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Royale 142 Velour Sheets Per Roll, Rollback, $7.97 . Select for details.",Royale 142 Velour Sheets Per Roll,Rollback,,7.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Eco 6-Pack Paper Towels (105 sheets), , $7.74 . Select for details.",Great Value Eco 6-Pack Paper Towels (105 sheets),,,7.74,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Eco 12-Pack Bathroom Tissue (242 Sheets), , $7.74 . Select for details.",Great Value Eco 12-Pack Bathroom Tissue (242 Sheets),,,7.74,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Palmolive Dish Detergent, , $7 . Select for details.",Palmolive Dish Detergent,,,7,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scrub Daddy Sponges, , $4.97 . Select for details.",Scrub Daddy Sponges,,,4.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alcan Aluminum Foil, Rollback, $6.97 . Select for details.",Alcan Aluminum Foil,Rollback,,6.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scrub Mommy or Scrub Daddy Sponges, , $4.97 . Select for details.",Scrub Mommy or Scrub Daddy Sponges,,,4.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tide Laundry Detergent, Rollback, $19.97 . Select for details.",Tide Laundry Detergent,Rollback,,19.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain Sheets 200s, Rollback, $9.97 . Select for details.",Gain Sheets 200s,Rollback,,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain Fabric Softener 120 Loads, Sheets 200s or Scent Beads 379 g, Rollback, $9.97 . Select for details.",Gain Fabric Softener 120 Loads,"Sheets 200s or Scent Beads 379 g, Rollback",,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gain Fabric Softener 120 Loads, Rollback, $9.97 . Select for details.",Gain Fabric Softener 120 Loads,Rollback,,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Glad Kitchen Bags, Rollback, $21.97 . Select for details.",Glad Kitchen Bags,Rollback,,21.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SpongeTowels Ultra Choose-A-Size Paper Towels, Rollback, $16.77 . Select for details.",SpongeTowels Ultra Choose-A-Size Paper Towels,Rollback,,16.77,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swiffer PowerMop Pad Refills 8s, Rollback, $14.97 . Select for details.",Swiffer PowerMop Pad Refills 8s,Rollback,,14.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Swiffer Duster or Sweeper Refills, Rollback, $14.97 . Select for details.",Swiffer Duster or Sweeper Refills,Rollback,,14.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mr. Clean Cleaners, Rollback, $9.97 . Select for details.",Mr. Clean Cleaners,Rollback,,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Cashmere Bathroom Tissue, Save $10.10, $9.87 . Select for details.",Cashmere Bathroom Tissue,Save $10.10,10.1,9.87,19.97,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawn Platinum, Rollback, $1.97 . Select for details.",Dawn Platinum,Rollback,,1.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dawn Ultra Dish Soap, Rollback, $1.97 . Select for details.",Dawn Ultra Dish Soap,Rollback,,1.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Ketchup, , $3.27 . Select for details.",Great Value Ketchup,,,3.27,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Mustard, , $1.27 . Select for details.",Great Value Mustard,,,1.27,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value French Fries, , $2.47 . Select for details.",Great Value French Fries,,,2.47,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matt & Steve's Baby Dill Pickles, Rollback, $2.97 . Select for details.",Matt & Steve's Baby Dill Pickles,Rollback,,2.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bulk Red Onions, , $2.47 lb. . Select for details.",Bulk Red Onions,,,2.47,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green Leaf Lettuce, , $2.47 . Select for details.",Green Leaf Lettuce,,,2.47,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Cheese Slices, MULTI, 2 for $9 or $4.97 each . Select for details.",Great Value Cheese Slices,MULTI,,9,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Sesame Hot Dog or Hamburger Buns, , $2.97 . Select for details.",Great Value Sesame Hot Dog or Hamburger Buns,,,2.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Sesame Hamburger Buns, , $2.97 . Select for details.",Great Value Sesame Hamburger Buns,,,2.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Sliced Bacon, , $4.97 . Select for details.",Great Value Sliced Bacon,,,4.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gardein Supreme Plant-Based Burgers, Rollback, $4.97 . Select for details.",Gardein Supreme Plant-Based Burgers,Rollback,,4.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Beef or Chicken Burgers, , $10.97 . Select for details.",Great Value Beef or Chicken Burgers,,,10.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brita Filters 3 Pack or Pitcher, Rollback, $19.97 . Select for details.",Brita Filters 3 Pack or Pitcher,Rollback,,19.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brita Pitcher, Rollback, $19.97 . Select for details.",Brita Pitcher,Rollback,,19.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SheaMoisture Shampoo, Rollback, $10.97 . Select for details.",SheaMoisture Shampoo,Rollback,,10.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SheaMoisture Conditioner, Rollback, $10.97 . Select for details.",SheaMoisture Conditioner,Rollback,,10.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your Fresh Market™ BBQ, , $8.87 . Select for details.",Your Fresh Market™ BBQ,,,8.87,,,Walmart,"BBQ, Cooking & Dining",https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Raw or Cooked Shrimp, , $9.97 . Select for details.",Great Value Raw or Cooked Shrimp,,,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Great Value Raw Shrimp, , $9.97 . Select for details.",Great Value Raw Shrimp,,,9.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patty King Jamaican Beef Patties, Rollback, $7.47 . Select for details.",Patty King Jamaican Beef Patties,Rollback,,7.47,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Virgin Coconut Oil, Save 70¢, $6.27 . Select for details.",Grace Virgin Coconut Oil,Save 70¢,0.7,6.27,6.97,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your Fresh Market Scorpion or Habanero Peppers, , $3.97 . Select for details.",Your Fresh Market Scorpion or Habanero Peppers,,,3.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Your Fresh Market Scorpion, , $3.97 . Select for details.",Your Fresh Market Scorpion,,,3.97,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Long Grain Parboiled Rice, SAVE $4.20, $15.47 . Select for details.",Grace Long Grain Parboiled Rice,SAVE $4.20,4.2,15.47,19.67,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Ackees in Salt Water, Save $3, $8.47 . Select for details.",Grace Ackees in Salt Water,Save $3,3,8.47,11.47,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ovaltine Cookies, Save 50¢, $1.27 . Select for details.",Ovaltine Cookies,Save 50¢,0.5,1.27,1.77,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yucca Root, Save 30¢/lb, $0.97 lb. . Select for details.",Yucca Root,Save 30¢/lb,0.3,0.97,1.27,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Purple Sweet Potato, Save 61¢/lb, $1.27 lb. . Select for details.",Purple Sweet Potato,Save 61¢/lb,0.61,1.27,1.88,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plantains, Save 20¢/lb, $0.97 lb. . Select for details.",Plantains,Save 20¢/lb,0.2,0.97,1.17,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Maple Leaf Fresh Air-Chilled Chicken Drumsticks or Thighs Value Pack, , $3.39 lb. . Select for details.",Maple Leaf Fresh Air-Chilled Chicken Drumsticks or Thighs Value Pack,,,3.39,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Jerk Seasoning, Save 50¢, $3.97 . Select for details.",Grace Jerk Seasoning,Save 50¢,0.5,3.97,4.47,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Salted Plantain Chips, Save 30¢, $1.27 . Select for details.",Grace Salted Plantain Chips,Save 30¢,0.3,1.27,1.57,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Island Soda Ginger Beer, Save 44¢, $0.88 . Select for details.",Grace Island Soda Ginger Beer,Save 44¢,0.44,0.88,1.32,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Peanut Punch, Save 44¢, $0.88 . Select for details.",Grace Peanut Punch,Save 44¢,0.44,0.88,1.32,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Coconut Milk, Save 67¢, $1.27 . Select for details.",Grace Coconut Milk,Save 67¢,0.67,1.27,1.94,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grace Coconut Water, Save 40¢, $1.27 . Select for details.",Grace Coconut Water,Save 40¢,0.4,1.27,1.67,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equate Allergy Relief Cetirizine 10 mg Tablets 30s, , $11.27 . Select for details.",Equate Allergy Relief Cetirizine 10 mg Tablets 30s,,,11.27,,,Walmart,Table+Chair+Desk,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Equate Kids Multivitamin Gummy 200s, , $17.18 . Select for details.",Equate Kids Multivitamin Gummy 200s,,,17.18,,,Walmart,,https://www.walmart.ca/en/flyer,"2024-07-19, 12:16 PM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
